region_name,region_code,reporting_year,reporting_pop,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,pop_in_poverty,spr,pg,estimate_type
Middle East & North Africa,MNA,2019,416425218,3,0.07508327106532381,0.023681849458487152,0.010574804116372885,0.03257161831934193,10.619581890877567,31266568,0.23478684371042344,4.40899819546698,projection
Middle East & North Africa,MNA,2020,422983799,3,0.08622407832647765,0.028247578690009132,0.012992280692878814,0.03935199780110889,9.97890053270151,36471388,0.2431279178192659,4.689020507441687,actual
Middle East & North Africa,MNA,2021,429481013,3,0.08640153121476649,0.029042339762755214,0.013606002283664757,0.040765118782637826,10.158826899802039,37107817,0.24075692194009854,4.649415747361335,actual
Middle East & North Africa,MNA,2022,436959374,3,0.0849088669382523,0.02906624725569372,0.013759102268658698,0.04095372695835671,10.359970464120261,37101725,0.23707228793248525,4.583955354184262,actual
Middle East & North Africa,MNA,2023,445167458,3,0.08717638863582694,0.030746687982822464,0.014813619614512767,0.0436715246842285,10.487420396009302,38808091,0.23768965405550443,4.611709464784548,actual
Middle East & North Africa,MNA,2024,453017545,3,0.09029855557890962,0.03232742709454431,0.015713515276024295,0.04611039901790866,10.499954905601884,40906830,0.2399705338129759,4.663384702752062,nowcast
Middle East & North Africa,MNA,2025,460264144,3,0.0943146171995876,0.03421746076396256,0.016857850952559844,0.049127193001808143,10.520241277081064,43409637,0.24413355559218777,4.719077628864538,nowcast
Other High Income Countries,OHI,1981,842932908,3,0.00962438663857165,0.004513938504375856,0.0030493383091241,0.00888599860426032,39.8827174938229,8112712,0.15459204909848187,1.4966249793887534,actual
Other High Income Countries,OHI,1982,849090750,3,0.009629413012264316,0.0046652999419386845,0.0032305104284454417,0.009380677750384342,40.60003944388913,8176246,0.15709743818481325,1.4932421575233976,actual
Other High Income Countries,OHI,1983,854890905,3,0.008876652791949623,0.004496009427946906,0.003140803155322221,0.009063610554676752,41.30573482093798,7588570,0.15931371054646415,1.4632162805104172,actual
Other High Income Countries,OHI,1984,860299622,3,0.008898687346654114,0.0040997682470447,0.0028508891956416133,0.008287203294236394,42.41740339094272,7655537,0.15792788107744415,1.4271366226128945,actual
